v4_2,Lower CI,Upper CI,two-year-intervals,Time,administrative-geography,Geography,sex,Sex,age-groups,AgeGroups
82.58,81.96,83.2,2016-18,2016-18,E07000145,Great Yarmouth,female,Female,0-1,00-01
82.71,82.38,83.05,2016-18,2016-18,E06000057,Northumberland,female,Female,0-1,00-01
79.4,79.01,79.78,2016-18,2016-18,E06000057,Northumberland,male,Male,0-1,00-01
83.78,83.47,84.09,2016-18,2016-18,E06000011,East Riding of Yorkshire,female,Female,0-1,00-01
80.11,79.75,80.46,2016-18,2016-18,E06000011,East Riding of Yorkshire,male,Male,0-1,00-01
83.57,82.93,84.2,2016-18,2016-18,S12000011,East Renfrewshire,female,Female,0-1,00-01
80.68,80.0,81.36,2016-18,2016-18,S12000011,East Renfrewshire,male,Male,0-1,00-01
78.0,77.34,78.67,2016-18,2016-18,W06000004,Denbighshire,male,Male,0-1,00-01
81.53,80.95,82.12,2016-18,2016-18,W06000004,Denbighshire,female,Female,0-1,00-01
82.85,82.32,83.38,2016-18,2016-18,E07000113,Swale,female,Female,0-1,00-01
79.16,78.58,79.75,2016-18,2016-18,E07000113,Swale,male,Male,0-1,00-01
82.28,81.6,82.96,2016-18,2016-18,E07000077,Uttlesford,male,Male,0-1,00-01
85.23,84.62,85.85,2016-18,2016-18,E07000077,Uttlesford,female,Female,0-1,00-01
80.54,79.83,81.24,2016-18,2016-18,E07000226,Crawley,male,Male,0-1,00-01
83.44,82.76,84.12,2016-18,2016-18,E07000226,Crawley,female,Female,0-1,00-01
81.64,81.34,81.93,2016-18,2016-18,E08000032,Bradford,female,Female,0-1,00-01
77.79,77.48,78.1,2016-18,2016-18,E08000032,Bradford,male,Male,0-1,00-01
84.09,83.5,84.68,2016-18,2016-18,E07000188,Sedgemoor,female,Female,0-1,00-01
80.44,79.83,81.06,2016-18,2016-18,E07000188,Sedgemoor,male,Male,0-1,00-01
84.03,83.64,84.42,2016-18,2016-18,E09000017,Hillingdon,female,Female,0-1,00-01
80.43,80.01,80.86,2016-18,2016-18,E09000017,Hillingdon,male,Male,0-1,00-01
80.78,80.3,81.26,2016-18,2016-18,S12000040,West Lothian,female,Female,0-1,00-01
77.79,77.28,78.3,2016-18,2016-18,S12000040,West Lothian,male,Male,0-1,00-01
75.16,74.42,75.91,2016-18,2016-18,S12000018,Inverclyde,male,Male,0-1,00-01
79.6,78.87,80.33,2016-18,2016-18,S12000018,Inverclyde,female,Female,0-1,00-01
81.27,80.71,81.82,2016-18,2016-18,N09000005,Derry City and Strabane,female,Female,0-1,00-01
78.05,77.47,78.63,2016-18,2016-18,N09000005,Derry City and Strabane,male,Male,0-1,00-01
83.29,82.75,83.83,2016-18,2016-18,W06000009,Pembrokeshire,female,Female,0-1,00-01
79.32,78.68,79.95,2016-18,2016-18,W06000009,Pembrokeshire,male,Male,0-1,00-01
83.88,83.43,84.34,2016-18,2016-18,E09000029,Sutton,female,Female,0-1,00-01
80.57,80.06,81.08,2016-18,2016-18,E09000029,Sutton,male,Male,0-1,00-01
84.56,83.98,85.14,2016-18,2016-18,E09000013,Hammersmith and Fulham,female,Female,0-1,00-01
79.73,79.12,80.35,2016-18,2016-18,E09000013,Hammersmith and Fulham,male,Male,0-1,00-01
84.63,84.09,85.16,2016-18,2016-18,E06000040,Windsor and Maidenhead,female,Female,0-1,00-01
81.71,81.14,82.28,2016-18,2016-18,E06000040,Windsor and Maidenhead,male,Male,0-1,00-01
85.0,84.58,85.43,2016-18,2016-18,E06000022,Bath and North East Somerset,female,Female,0-1,00-01
80.65,80.16,81.15,2016-18,2016-18,E06000022,Bath and North East Somerset,male,Male,0-1,00-01
81.12,80.56,81.68,2016-18,2016-18,E06000006,Halton,female,Female,0-1,00-01
77.08,76.45,77.71,2016-18,2016-18,E06000006,Halton,male,Male,0-1,00-01
77.08,76.34,77.83,2016-18,2016-18,E07000062,Hastings,male,Male,0-1,00-01
81.61,80.89,82.32,2016-18,2016-18,E07000062,Hastings,female,Female,0-1,00-01
82.35,81.69,83.02,2016-18,2016-18,E07000128,Wyre,female,Female,0-1,00-01
78.26,77.58,78.94,2016-18,2016-18,E07000128,Wyre,male,Male,0-1,00-01
85.26,84.74,85.78,2016-18,2016-18,E07000209,Guildford,female,Female,0-1,00-01
81.97,81.39,82.55,2016-18,2016-18,E07000209,Guildford,male,Male,0-1,00-01
80.24,79.57,80.9,2016-18,2016-18,E07000092,Rushmoor,male,Male,0-1,00-01
82.7,82.02,83.37,2016-18,2016-18,E07000092,Rushmoor,female,Female,0-1,00-01
81.47,80.72,82.23,2016-18,2016-18,E07000166,Richmondshire,male,Male,0-1,00-01
83.96,83.11,84.81,2016-18,2016-18,E07000166,Richmondshire,female,Female,0-1,00-01
80.41,79.8,81.03,2016-18,2016-18,E07000115,Tonbridge and Malling,male,Male,0-1,00-01
84.3,83.72,84.88,2016-18,2016-18,E07000115,Tonbridge and Malling,female,Female,0-1,00-01
80.75,79.9,81.59,2016-18,2016-18,E07000035,Derbyshire Dales,male,Male,0-1,00-01
84.78,84.07,85.49,2016-18,2016-18,E07000035,Derbyshire Dales,female,Female,0-1,00-01
84.6,84.29,84.91,2016-18,2016-18,E06000059,Dorset,female,Female,0-1,00-01
80.9,80.53,81.27,2016-18,2016-18,E06000059,Dorset,male,Male,0-1,00-01
80.63,79.95,81.31,2016-18,2016-18,E07000147,North Norfolk,male,Male,0-1,00-01
84.83,84.26,85.41,2016-18,2016-18,E07000147,North Norfolk,female,Female,0-1,00-01
77.97,77.55,78.39,2016-18,2016-18,E08000001,Bolton,male,Male,0-1,00-01
81.53,81.14,81.93,2016-18,2016-18,E08000001,Bolton,female,Female,0-1,00-01
82.5,82.19,82.8,2016-18,2016-18,E08000034,Kirklees,female,Female,0-1,00-01
78.53,78.19,78.87,2016-18,2016-18,E08000034,Kirklees,male,Male,0-1,00-01
77.99,77.6,78.37,2016-18,2016-18,E08000017,Doncaster,male,Male,0-1,00-01
81.65,81.28,82.01,2016-18,2016-18,E08000017,Doncaster,female,Female,0-1,00-01
84.91,84.23,85.58,2016-18,2016-18,E07000131,Harborough,female,Female,0-1,00-01
81.62,80.94,82.31,2016-18,2016-18,E07000131,Harborough,male,Male,0-1,00-01
85.17,84.69,85.66,2016-18,2016-18,E07000228,Mid Sussex,female,Female,0-1,00-01
81.51,80.97,82.05,2016-18,2016-18,E07000228,Mid Sussex,male,Male,0-1,00-01
84.32,83.66,84.99,2016-18,2016-18,E07000212,Runnymede,female,Female,0-1,00-01
80.59,79.84,81.34,2016-18,2016-18,E07000212,Runnymede,male,Male,0-1,00-01
78.95,78.27,79.64,2016-18,2016-18,E07000192,Cannock Chase,male,Male,0-1,00-01
82.39,81.73,83.04,2016-18,2016-18,E07000192,Cannock Chase,female,Female,0-1,00-01
83.25,82.6,83.89,2016-18,2016-18,E07000169,Selby,female,Female,0-1,00-01
80.59,79.93,81.25,2016-18,2016-18,E07000169,Selby,male,Male,0-1,00-01
80.75,80.08,81.42,2016-18,2016-18,E07000095,Broxbourne,male,Male,0-1,00-01
84.97,84.35,85.58,2016-18,2016-18,E07000095,Broxbourne,female,Female,0-1,00-01
81.17,80.47,81.87,2016-18,2016-18,E07000063,Lewes,male,Male,0-1,00-01
85.18,84.55,85.81,2016-18,2016-18,E07000063,Lewes,female,Female,0-1,00-01
82.47,81.78,83.16,2016-18,2016-18,E07000079,Cotswold,male,Male,0-1,00-01
85.07,84.45,85.69,2016-18,2016-18,E07000079,Cotswold,female,Female,0-1,00-01
78.08,77.56,78.59,2016-18,2016-18,E06000032,Luton,male,Male,0-1,00-01
82.46,81.96,82.96,2016-18,2016-18,E06000032,Luton,female,Female,0-1,00-01
82.01,81.46,82.55,2016-18,2016-18,E07000137,East Lindsey,female,Female,0-1,00-01
77.81,77.16,78.45,2016-18,2016-18,E07000137,East Lindsey,male,Male,0-1,00-01
82.4,81.75,83.05,2016-18,2016-18,E06000039,Slough,female,Female,0-1,00-01
78.56,77.9,79.22,2016-18,2016-18,E06000039,Slough,male,Male,0-1,00-01
76.39,75.94,76.83,2016-18,2016-18,E06000021,Stoke-on-Trent,male,Male,0-1,00-01
80.28,79.86,80.7,2016-18,2016-18,E06000021,Stoke-on-Trent,female,Female,0-1,00-01
82.07,80.73,83.41,2016-18,2016-18,S12000023,Orkney Islands,female,Female,0-1,00-01
79.09,77.58,80.59,2016-18,2016-18,S12000023,Orkney Islands,male,Male,0-1,00-01
80.1,79.61,80.59,2016-18,2016-18,E06000014,York,male,Male,0-1,00-01
83.36,82.87,83.84,2016-18,2016-18,E06000014,York,female,Female,0-1,00-01
82.39,81.81,82.96,2016-18,2016-18,E06000005,Darlington,female,Female,0-1,00-01
78.72,78.02,79.41,2016-18,2016-18,E06000005,Darlington,male,Male,0-1,00-01
78.44,77.57,79.32,2016-18,2016-18,E07000218,North Warwickshire,male,Male,0-1,00-01
82.63,81.87,83.39,2016-18,2016-18,E07000218,North Warwickshire,female,Female,0-1,00-01
79.85,79.27,80.44,2016-18,2016-18,E07000175,Newark and Sherwood,male,Male,0-1,00-01
82.86,82.29,83.44,2016-18,2016-18,E07000175,Newark and Sherwood,female,Female,0-1,00-01
82.96,82.52,83.41,2016-18,2016-18,E09000011,Greenwich,female,Female,0-1,00-01
79.51,79.03,79.99,2016-18,2016-18,E09000011,Greenwich,male,Male,0-1,00-01
77.18,76.78,77.59,2016-18,2016-18,E08000024,Sunderland,male,Male,0-1,00-01
81.41,81.04,81.77,2016-18,2016-18,E08000024,Sunderland,female,Female,0-1,00-01
77.72,77.15,78.29,2016-18,2016-18,W06000013,Bridgend,male,Male,0-1,00-01
81.11,80.6,81.62,2016-18,2016-18,W06000013,Bridgend,female,Female,0-1,00-01
80.59,80.0,81.17,2016-18,2016-18,E07000105,Ashford,male,Male,0-1,00-01
84.23,83.68,84.79,2016-18,2016-18,E07000105,Ashford,female,Female,0-1,00-01
83.0,82.38,83.61,2016-18,2016-18,E07000069,Castle Point,female,Female,0-1,00-01
79.96,79.29,80.62,2016-18,2016-18,E07000069,Castle Point,male,Male,0-1,00-01
83.84,83.22,84.46,2016-18,2016-18,E07000041,Exeter,female,Female,0-1,00-01
78.7,78.08,79.33,2016-18,2016-18,E07000041,Exeter,male,Male,0-1,00-01
79.56,78.86,80.25,2016-18,2016-18,E07000061,Eastbourne,male,Male,0-1,00-01
83.53,82.94,84.13,2016-18,2016-18,E07000061,Eastbourne,female,Female,0-1,00-01
82.29,82.0,82.59,2016-18,2016-18,S12000036,City of Edinburgh,female,Female,0-1,00-01
78.08,77.75,78.41,2016-18,2016-18,S12000036,City of Edinburgh,male,Male,0-1,00-01
82.75,81.64,83.86,2016-18,2016-18,S12000013,Na h-Eileanan Siar,female,Female,0-1,00-01
77.44,76.08,78.81,2016-18,2016-18,S12000013,Na h-Eileanan Siar,male,Male,0-1,00-01
79.06,78.56,79.55,2016-18,2016-18,N09000002,"Armagh City, Banbridge and Craigavon",male,Male,0-1,00-01
82.88,82.42,83.33,2016-18,2016-18,N09000002,"Armagh City, Banbridge and Craigavon",female,Female,0-1,00-01
79.8,79.19,80.41,2016-18,2016-18,W06000023,Powys,male,Male,0-1,00-01
84.04,83.52,84.56,2016-18,2016-18,W06000023,Powys,female,Female,0-1,00-01
79.27,78.71,79.82,2016-18,2016-18,W06000005,Flintshire,male,Male,0-1,00-01
82.59,82.06,83.12,2016-18,2016-18,W06000005,Flintshire,female,Female,0-1,00-01
82.21,81.63,82.79,2016-18,2016-18,E07000111,Sevenoaks,male,Male,0-1,00-01
84.8,84.24,85.35,2016-18,2016-18,E07000111,Sevenoaks,female,Female,0-1,00-01
84.31,83.82,84.8,2016-18,2016-18,E07000143,Breckland,female,Female,0-1,00-01
79.57,79.0,80.13,2016-18,2016-18,E07000143,Breckland,male,Male,0-1,00-01
81.14,80.7,81.58,2016-18,2016-18,S12000033,Aberdeen City,female,Female,0-1,00-01
76.9,76.44,77.36,2016-18,2016-18,S12000033,Aberdeen City,male,Male,0-1,00-01
82.19,81.56,82.82,2016-18,2016-18,E07000127,West Lancashire,female,Female,0-1,00-01
79.4,78.78,80.03,2016-18,2016-18,E07000127,West Lancashire,male,Male,0-1,00-01
76.01,75.38,76.64,2016-18,2016-18,S12000008,East Ayrshire,male,Male,0-1,00-01
79.96,79.4,80.52,2016-18,2016-18,S12000008,East Ayrshire,female,Female,0-1,00-01
79.75,79.22,80.27,2016-18,2016-18,E07000224,Arun,male,Male,0-1,00-01
83.47,82.98,83.95,2016-18,2016-18,E07000224,Arun,female,Female,0-1,00-01
82.38,81.61,83.14,2016-18,2016-18,E07000208,Epsom and Ewell,male,Male,0-1,00-01
86.1,85.42,86.78,2016-18,2016-18,E07000208,Epsom and Ewell,female,Female,0-1,00-01
84.64,84.1,85.19,2016-18,2016-18,E07000181,West Oxfordshire,female,Female,0-1,00-01
81.86,81.27,82.46,2016-18,2016-18,E07000181,West Oxfordshire,male,Male,0-1,00-01
81.0,80.47,81.52,2016-18,2016-18,E07000165,Harrogate,male,Male,0-1,00-01
84.55,84.05,85.06,2016-18,2016-18,E07000165,Harrogate,female,Female,0-1,00-01
77.78,77.05,78.51,2016-18,2016-18,W06000020,Torfaen,male,Male,0-1,00-01
82.04,81.41,82.67,2016-18,2016-18,W06000020,Torfaen,female,Female,0-1,00-01
81.4,80.72,82.07,2016-18,2016-18,E07000075,Rochford,male,Male,0-1,00-01
84.38,83.74,85.02,2016-18,2016-18,E07000075,Rochford,female,Female,0-1,00-01
83.28,82.68,83.87,2016-18,2016-18,W06000002,Gwynedd,female,Female,0-1,00-01
79.23,78.59,79.88,2016-18,2016-18,W06000002,Gwynedd,male,Male,0-1,00-01
85.49,85.02,85.95,2016-18,2016-18,E07000091,New Forest,female,Female,0-1,00-01
82.02,81.5,82.53,2016-18,2016-18,E07000091,New Forest,male,Male,0-1,00-01
80.96,80.54,81.38,2016-18,2016-18,E06000056,Central Bedfordshire,male,Male,0-1,00-01
84.35,83.95,84.74,2016-18,2016-18,E06000056,Central Bedfordshire,female,Female,0-1,00-01
82.47,81.98,82.96,2016-18,2016-18,E06000034,Thurrock,female,Female,0-1,00-01
79.01,78.49,79.52,2016-18,2016-18,E06000034,Thurrock,male,Male,0-1,00-01
79.24,78.79,79.68,2016-18,2016-18,E06000042,Milton Keynes,male,Male,0-1,00-01
83.02,82.59,83.44,2016-18,2016-18,E06000042,Milton Keynes,female,Female,0-1,00-01
79.98,79.5,80.45,2016-18,2016-18,E06000024,North Somerset,male,Male,0-1,00-01
84.02,83.62,84.43,2016-18,2016-18,E06000024,North Somerset,female,Female,0-1,00-01
80.35,79.79,80.9,2016-18,2016-18,E06000008,Blackburn with Darwen,female,Female,0-1,00-01
76.94,76.37,77.51,2016-18,2016-18,E06000008,Blackburn with Darwen,male,Male,0-1,00-01
80.37,79.74,81.0,2016-18,2016-18,S12000045,East Dunbartonshire,male,Male,0-1,00-01
83.38,82.77,83.99,2016-18,2016-18,S12000045,East Dunbartonshire,female,Female,0-1,00-01
79.88,79.26,80.49,2016-18,2016-18,S12000021,North Ayrshire,female,Female,0-1,00-01
76.34,75.71,76.97,2016-18,2016-18,S12000021,North Ayrshire,male,Male,0-1,00-01
78.91,78.32,79.51,2016-18,2016-18,N09000008,Mid and East Antrim,male,Male,0-1,00-01
82.5,81.96,83.05,2016-18,2016-18,N09000008,Mid and East Antrim,female,Female,0-1,00-01
81.0,80.47,81.53,2016-18,2016-18,W06000012,Neath Port Talbot,female,Female,0-1,00-01
76.67,76.09,77.24,2016-18,2016-18,W06000012,Neath Port Talbot,male,Male,0-1,00-01
80.5,80.04,80.96,2016-18,2016-18,E09000032,Wandsworth,male,Male,0-1,00-01
84.01,83.58,84.43,2016-18,2016-18,E09000032,Wandsworth,female,Female,0-1,00-01
84.0,83.62,84.38,2016-18,2016-18,E09000016,Havering,female,Female,0-1,00-01
79.71,79.3,80.12,2016-18,2016-18,E09000016,Havering,male,Male,0-1,00-01
84.0,83.69,84.31,2016-18,2016-18,E06000049,Cheshire East,female,Female,0-1,00-01
80.12,79.76,80.47,2016-18,2016-18,E06000049,Cheshire East,male,Male,0-1,00-01
79.25,78.55,79.94,2016-18,2016-18,E07000026,Allerdale,male,Male,0-1,00-01
82.43,81.74,83.11,2016-18,2016-18,E07000026,Allerdale,female,Female,0-1,00-01
83.39,82.86,83.92,2016-18,2016-18,E07000106,Canterbury,female,Female,0-1,00-01
79.16,78.58,79.74,2016-18,2016-18,E07000106,Canterbury,male,Male,0-1,00-01
81.7,81.1,82.31,2016-18,2016-18,E07000086,Eastleigh,male,Male,0-1,00-01
84.96,84.4,85.52,2016-18,2016-18,E07000086,Eastleigh,female,Female,0-1,00-01
81.38,80.86,81.9,2016-18,2016-18,E07000070,Chelmsford,male,Male,0-1,00-01
84.25,83.79,84.72,2016-18,2016-18,E07000070,Chelmsford,female,Female,0-1,00-01
81.02,80.3,81.75,2016-18,2016-18,E07000042,Mid Devon,male,Male,0-1,00-01
84.36,83.62,85.1,2016-18,2016-18,E07000042,Mid Devon,female,Female,0-1,00-01
77.88,77.26,78.51,2016-18,2016-18,E07000219,Nuneaton and Bedworth,male,Male,0-1,00-01
82.63,82.1,83.16,2016-18,2016-18,E07000219,Nuneaton and Bedworth,female,Female,0-1,00-01
77.28,76.56,77.99,2016-18,2016-18,E07000138,Lincoln,male,Male,0-1,00-01
80.51,79.77,81.26,2016-18,2016-18,E07000138,Lincoln,female,Female,0-1,00-01
78.67,78.2,79.14,2016-18,2016-18,E07000154,Northampton,male,Male,0-1,00-01
82.35,81.89,82.81,2016-18,2016-18,E07000154,Northampton,female,Female,0-1,00-01
78.12,77.37,78.87,2016-18,2016-18,E07000122,Pendle,male,Male,0-1,00-01
81.29,80.6,81.98,2016-18,2016-18,E07000122,Pendle,female,Female,0-1,00-01
80.7,80.28,81.12,2016-18,2016-18,E08000008,Tameside,female,Female,0-1,00-01
77.57,77.14,77.99,2016-18,2016-18,E08000008,Tameside,male,Male,0-1,00-01
79.13,78.46,79.8,2016-18,2016-18,E07000239,Wyre Forest,male,Male,0-1,00-01
83.66,83.07,84.24,2016-18,2016-18,E07000239,Wyre Forest,female,Female,0-1,00-01
82.08,81.86,82.3,2016-18,2016-18,E08000025,Birmingham,female,Female,0-1,00-01
77.69,77.46,77.92,2016-18,2016-18,E08000025,Birmingham,male,Male,0-1,00-01
79.05,78.24,79.86,2016-18,2016-18,E07000199,Tamworth,male,Male,0-1,00-01
82.89,82.1,83.68,2016-18,2016-18,E07000199,Tamworth,female,Female,0-1,00-01
81.65,81.06,82.24,2016-18,2016-18,E07000176,Rushcliffe,male,Male,0-1,00-01
84.58,83.98,85.17,2016-18,2016-18,E07000176,Rushcliffe,female,Female,0-1,00-01
84.52,84.02,85.02,2016-18,2016-18,E09000031,Waltham Forest,female,Female,0-1,00-01
80.57,80.07,81.07,2016-18,2016-18,E09000031,Waltham Forest,male,Male,0-1,00-01
85.99,85.52,86.46,2016-18,2016-18,E09000015,Harrow,female,Female,0-1,00-01
83.25,82.75,83.76,2016-18,2016-18,E09000015,Harrow,male,Male,0-1,00-01
79.23,78.63,79.82,2016-18,2016-18,S12000042,Dundee City,female,Female,0-1,00-01
73.95,73.31,74.6,2016-18,2016-18,S12000042,Dundee City,male,Male,0-1,00-01
78.97,78.27,79.67,2016-18,2016-18,S12000020,Moray,male,Male,0-1,00-01
81.68,80.99,82.36,2016-18,2016-18,S12000020,Moray,female,Female,0-1,00-01
80.17,79.61,80.73,2016-18,2016-18,N09000007,Lisburn and Castlereagh,male,Male,0-1,00-01
83.23,82.68,83.78,2016-18,2016-18,N09000007,Lisburn and Castlereagh,female,Female,0-1,00-01
77.31,76.87,77.76,2016-18,2016-18,W06000011,Swansea,male,Male,0-1,00-01
82.19,81.79,82.6,2016-18,2016-18,W06000011,Swansea,female,Female,0-1,00-01
79.32,78.73,79.91,2016-18,2016-18,N09000004,Causeway Coast and Glens,male,Male,0-1,00-01
83.09,82.52,83.66,2016-18,2016-18,N09000004,Causeway Coast and Glens,female,Female,0-1,00-01
79.2,78.53,79.87,2016-18,2016-18,S12000039,West Dunbartonshire,female,Female,0-1,00-01
74.99,74.26,75.72,2016-18,2016-18,S12000039,West Dunbartonshire,male,Male,0-1,00-01
82.35,81.93,82.78,2016-18,2016-18,S12000017,Highland,female,Female,0-1,00-01
77.75,77.28,78.23,2016-18,2016-18,S12000017,Highland,male,Male,0-1,00-01
84.17,83.43,84.92,2016-18,2016-18,W06000008,Ceredigion,female,Female,0-1,00-01
79.54,78.64,80.44,2016-18,2016-18,W06000008,Ceredigion,male,Male,0-1,00-01
85.02,84.42,85.62,2016-18,2016-18,E07000215,Tandridge,female,Female,0-1,00-01
81.42,80.68,82.15,2016-18,2016-18,E07000215,Tandridge,male,Male,0-1,00-01
78.59,77.94,79.23,2016-18,2016-18,E07000118,Chorley,male,Male,0-1,00-01
82.43,81.84,83.02,2016-18,2016-18,E07000118,Chorley,female,Female,0-1,00-01
77.11,76.29,77.94,2016-18,2016-18,E07000150,Corby,male,Male,0-1,00-01
80.76,79.95,81.56,2016-18,2016-18,E07000150,Corby,female,Female,0-1,00-01
81.24,80.53,81.96,2016-18,2016-18,E07000235,Malvern Hills,male,Male,0-1,00-01
84.01,83.39,84.62,2016-18,2016-18,E07000235,Malvern Hills,female,Female,0-1,00-01
77.4,76.92,77.88,2016-18,2016-18,E08000004,Oldham,male,Male,0-1,00-01
81.17,80.73,81.6,2016-18,2016-18,E08000004,Oldham,female,Female,0-1,00-01
81.73,81.34,82.13,2016-18,2016-18,E08000021,Newcastle upon Tyne,female,Female,0-1,00-01
77.86,77.43,78.29,2016-18,2016-18,E08000021,Newcastle upon Tyne,male,Male,0-1,00-01
81.43,80.99,81.88,2016-18,2016-18,E08000037,Gateshead,female,Female,0-1,00-01
77.46,76.97,77.95,2016-18,2016-18,E08000037,Gateshead,male,Male,0-1,00-01
80.01,79.36,80.67,2016-18,2016-18,E07000134,North West Leicestershire,male,Male,0-1,00-01
83.2,82.54,83.86,2016-18,2016-18,E07000134,North West Leicestershire,female,Female,0-1,00-01
81.08,80.36,81.79,2016-18,2016-18,E07000009,East Cambridgeshire,male,Male,0-1,00-01
85.23,84.56,85.91,2016-18,2016-18,E07000009,East Cambridgeshire,female,Female,0-1,00-01
82.8,82.25,83.34,2016-18,2016-18,E07000038,North East Derbyshire,female,Female,0-1,00-01
79.8,79.14,80.46,2016-18,2016-18,E07000038,North East Derbyshire,male,Male,0-1,00-01
83.7,83.17,84.24,2016-18,2016-18,E07000082,Stroud,female,Female,0-1,00-01
80.06,79.45,80.67,2016-18,2016-18,E07000082,Stroud,male,Male,0-1,00-01
82.35,81.73,82.97,2016-18,2016-18,E07000195,Newcastle-under-Lyme,female,Female,0-1,00-01
79.28,78.68,79.89,2016-18,2016-18,E07000195,Newcastle-under-Lyme,male,Male,0-1,00-01
80.37,79.74,80.99,2016-18,2016-18,E07000172,Broxtowe,male,Male,0-1,00-01
83.04,82.49,83.59,2016-18,2016-18,E07000172,Broxtowe,female,Female,0-1,00-01
82.63,82.14,83.12,2016-18,2016-18,E07000066,Basildon,female,Female,0-1,00-01
79.37,78.86,79.87,2016-18,2016-18,E07000066,Basildon,male,Male,0-1,00-01
83.82,83.31,84.32,2016-18,2016-18,E07000099,North Hertfordshire,female,Female,0-1,00-01
81.12,80.56,81.67,2016-18,2016-18,E07000099,North Hertfordshire,male,Male,0-1,00-01
83.27,83.0,83.54,2016-18,2016-18,E06000052,Cornwall,female,Female,0-1,00-01
