v4_2,Lower CI,Upper CI,two-year-intervals,Time,administrative-geography,Geography,sex,Sex,age-groups,AgeGroups
79.66,79.38,79.94,2016-18,2016-18,E06000052,Cornwall,male,Male,0-1,00-01
78.99,78.58,79.4,2016-18,2016-18,E06000035,Medway,male,Male,0-1,00-01
82.64,82.26,83.02,2016-18,2016-18,E06000035,Medway,female,Female,0-1,00-01
78.59,77.76,79.43,2016-18,2016-18,E07000125,Rossendale,male,Male,0-1,00-01
82.21,81.49,82.93,2016-18,2016-18,E07000125,Rossendale,female,Female,0-1,00-01
81.69,81.05,82.33,2016-18,2016-18,E07000203,Mid Suffolk,male,Male,0-1,00-01
85.01,84.44,85.57,2016-18,2016-18,E07000203,Mid Suffolk,female,Female,0-1,00-01
82.94,82.25,83.62,2016-18,2016-18,E07000089,Hart,male,Male,0-1,00-01
85.06,84.36,85.76,2016-18,2016-18,E07000089,Hart,female,Female,0-1,00-01
81.14,80.22,82.06,2016-18,2016-18,E07000163,Craven,male,Male,0-1,00-01
84.99,84.28,85.69,2016-18,2016-18,E07000163,Craven,female,Female,0-1,00-01
79.07,78.58,79.55,2016-18,2016-18,E06000033,Southend-on-Sea,male,Male,0-1,00-01
82.12,81.66,82.58,2016-18,2016-18,E06000033,Southend-on-Sea,female,Female,0-1,00-01
83.45,83.1,83.81,2016-18,2016-18,E06000051,Shropshire,female,Female,0-1,00-01
80.51,80.14,80.88,2016-18,2016-18,E06000051,Shropshire,male,Male,0-1,00-01
76.94,76.54,77.33,2016-18,2016-18,E08000028,Sandwell,male,Male,0-1,00-01
81.07,80.68,81.46,2016-18,2016-18,E08000028,Sandwell,female,Female,0-1,00-01
78.66,78.38,78.94,2016-18,2016-18,S12000049,Glasgow City,female,Female,0-1,00-01
73.36,73.07,73.65,2016-18,2016-18,S12000049,Glasgow City,male,Male,0-1,00-01
84.87,84.2,85.54,2016-18,2016-18,E06000036,Bracknell Forest,female,Female,0-1,00-01
81.85,81.18,82.52,2016-18,2016-18,E06000036,Bracknell Forest,male,Male,0-1,00-01
81.31,80.89,81.73,2016-18,2016-18,E06000018,Nottingham,female,Female,0-1,00-01
77.19,76.77,77.61,2016-18,2016-18,E06000018,Nottingham,male,Male,0-1,00-01
76.82,76.06,77.57,2016-18,2016-18,E06000001,Hartlepool,male,Male,0-1,00-01
81.33,80.68,81.98,2016-18,2016-18,E06000001,Hartlepool,female,Female,0-1,00-01
80.67,79.85,81.49,2016-18,2016-18,S12000005,Clackmannanshire,female,Female,0-1,00-01
76.9,75.83,77.98,2016-18,2016-18,S12000005,Clackmannanshire,male,Male,0-1,00-01
84.49,83.98,85.0,2016-18,2016-18,E07000045,Teignbridge,female,Female,0-1,00-01
80.57,79.99,81.15,2016-18,2016-18,E07000045,Teignbridge,male,Male,0-1,00-01
82.56,82.04,83.07,2016-18,2016-18,N09000011,Ards and North Down,female,Female,0-1,00-01
79.67,79.14,80.2,2016-18,2016-18,N09000011,Ards and North Down,male,Male,0-1,00-01
81.35,80.98,81.72,2016-18,2016-18,E09000006,Bromley,male,Male,0-1,00-01
85.0,84.67,85.34,2016-18,2016-18,E09000006,Bromley,female,Female,0-1,00-01
82.35,81.97,82.72,2016-18,2016-18,E08000026,Coventry,female,Female,0-1,00-01
78.54,78.16,78.92,2016-18,2016-18,E08000026,Coventry,male,Male,0-1,00-01
82.66,82.05,83.27,2016-18,2016-18,E09000007,Camden,male,Male,0-1,00-01
87.04,86.43,87.65,2016-18,2016-18,E09000007,Camden,female,Female,0-1,00-01
81.01,80.72,81.3,2016-18,2016-18,E06000054,Wiltshire,male,Male,0-1,00-01
84.25,83.96,84.53,2016-18,2016-18,E06000054,Wiltshire,female,Female,0-1,00-01
84.64,84.12,85.17,2016-18,2016-18,E06000037,West Berkshire,female,Female,0-1,00-01
81.67,81.13,82.22,2016-18,2016-18,E06000037,West Berkshire,male,Male,0-1,00-01
83.41,82.79,84.03,2016-18,2016-18,E07000126,South Ribble,female,Female,0-1,00-01
80.18,79.54,80.82,2016-18,2016-18,E07000126,South Ribble,male,Male,0-1,00-01
77.99,77.39,78.58,2016-18,2016-18,E06000003,Redcar and Cleveland,male,Male,0-1,00-01
81.78,81.23,82.32,2016-18,2016-18,E06000003,Redcar and Cleveland,female,Female,0-1,00-01
85.57,85.03,86.12,2016-18,2016-18,E07000207,Elmbridge,female,Female,0-1,00-01
82.35,81.76,82.94,2016-18,2016-18,E07000207,Elmbridge,male,Male,0-1,00-01
80.23,79.59,80.87,2016-18,2016-18,E07000090,Havant,male,Male,0-1,00-01
83.18,82.56,83.8,2016-18,2016-18,E07000090,Havant,female,Female,0-1,00-01
81.83,81.2,82.46,2016-18,2016-18,E07000164,Hambleton,male,Male,0-1,00-01
85.0,84.4,85.6,2016-18,2016-18,E07000164,Hambleton,female,Female,0-1,00-01
77.92,77.32,78.52,2016-18,2016-18,S12000006,Dumfries and Galloway,male,Male,0-1,00-01
81.76,81.24,82.28,2016-18,2016-18,S12000006,Dumfries and Galloway,female,Female,0-1,00-01
80.76,80.33,81.18,2016-18,2016-18,E09000009,Ealing,male,Male,0-1,00-01
84.83,84.43,85.23,2016-18,2016-18,E09000009,Ealing,female,Female,0-1,00-01
84.14,83.67,84.6,2016-18,2016-18,E08000029,Solihull,female,Female,0-1,00-01
80.27,79.78,80.76,2016-18,2016-18,E08000029,Solihull,male,Male,0-1,00-01
78.97,78.11,79.83,2016-18,2016-18,W06000001,Isle of Anglesey,male,Male,0-1,00-01
83.16,82.4,83.92,2016-18,2016-18,W06000001,Isle of Anglesey,female,Female,0-1,00-01
80.03,79.58,80.49,2016-18,2016-18,E09000018,Hounslow,male,Male,0-1,00-01
83.77,83.32,84.21,2016-18,2016-18,E09000018,Hounslow,female,Female,0-1,00-01
82.34,81.85,82.82,2016-18,2016-18,E06000031,Peterborough,female,Female,0-1,00-01
78.22,77.71,78.73,2016-18,2016-18,E06000031,Peterborough,male,Male,0-1,00-01
80.06,79.62,80.49,2016-18,2016-18,E09000004,Bexley,male,Male,0-1,00-01
84.09,83.68,84.5,2016-18,2016-18,E09000004,Bexley,female,Female,0-1,00-01
83.27,82.72,83.82,2016-18,2016-18,E09000019,Islington,female,Female,0-1,00-01
79.64,79.06,80.22,2016-18,2016-18,E09000019,Islington,male,Male,0-1,00-01
86.82,86.17,87.46,2016-18,2016-18,E09000020,Kensington and Chelsea,female,Female,0-1,00-01
83.35,82.6,84.09,2016-18,2016-18,E09000020,Kensington and Chelsea,male,Male,0-1,00-01
83.0,82.67,83.34,2016-18,2016-18,E06000050,Cheshire West and Chester,female,Female,0-1,00-01
79.92,79.56,80.28,2016-18,2016-18,E06000050,Cheshire West and Chester,male,Male,0-1,00-01
83.13,82.59,83.68,2016-18,2016-18,E06000038,Reading,female,Female,0-1,00-01
79.06,78.47,79.64,2016-18,2016-18,E06000038,Reading,male,Male,0-1,00-01
82.09,81.5,82.68,2016-18,2016-18,S12000026,Scottish Borders,female,Female,0-1,00-01
78.83,78.17,79.5,2016-18,2016-18,S12000026,Scottish Borders,male,Male,0-1,00-01
81.41,80.94,81.88,2016-18,2016-18,E06000004,Stockton-on-Tees,female,Female,0-1,00-01
78.14,77.64,78.63,2016-18,2016-18,E06000004,Stockton-on-Tees,male,Male,0-1,00-01
79.27,78.68,79.86,2016-18,2016-18,W06000014,Vale of Glamorgan,male,Male,0-1,00-01
83.43,82.88,83.99,2016-18,2016-18,W06000014,Vale of Glamorgan,female,Female,0-1,00-01
80.95,80.02,81.87,2016-18,2016-18,E07000047,West Devon,male,Male,0-1,00-01
83.27,82.32,84.21,2016-18,2016-18,E07000047,West Devon,female,Female,0-1,00-01
80.93,80.01,81.85,2016-18,2016-18,E07000167,Ryedale,male,Male,0-1,00-01
85.27,84.54,86.01,2016-18,2016-18,E07000167,Ryedale,female,Female,0-1,00-01
82.0,81.33,82.66,2016-18,2016-18,E07000033,Bolsover,female,Female,0-1,00-01
78.33,77.62,79.04,2016-18,2016-18,E07000033,Bolsover,male,Male,0-1,00-01
78.59,77.99,79.18,2016-18,2016-18,E06000027,Torbay,male,Male,0-1,00-01
82.31,81.74,82.88,2016-18,2016-18,E06000027,Torbay,female,Female,0-1,00-01
77.88,77.16,78.61,2016-18,2016-18,S12000035,Argyll and Bute,male,Male,0-1,00-01
81.84,81.15,82.54,2016-18,2016-18,S12000035,Argyll and Bute,female,Female,0-1,00-01
80.94,80.3,81.57,2016-18,2016-18,E07000129,Blaby,male,Male,0-1,00-01
84.94,84.33,85.54,2016-18,2016-18,E07000129,Blaby,female,Female,0-1,00-01
86.26,85.66,86.86,2016-18,2016-18,E07000210,Mole Valley,female,Female,0-1,00-01
81.95,81.23,82.67,2016-18,2016-18,E07000210,Mole Valley,male,Male,0-1,00-01
82.03,81.47,82.59,2016-18,2016-18,N09000001,Antrim and Newtownabbey,female,Female,0-1,00-01
79.44,78.87,80.01,2016-18,2016-18,N09000001,Antrim and Newtownabbey,male,Male,0-1,00-01
84.86,84.3,85.42,2016-18,2016-18,E07000093,Test Valley,female,Female,0-1,00-01
80.95,80.34,81.57,2016-18,2016-18,E07000093,Test Valley,male,Male,0-1,00-01
77.64,77.09,78.2,2016-18,2016-18,W06000022,Newport,male,Male,0-1,00-01
81.92,81.41,82.43,2016-18,2016-18,W06000022,Newport,female,Female,0-1,00-01
78.18,77.8,78.57,2016-18,2016-18,E08000015,Wirral,male,Male,0-1,00-01
82.04,81.68,82.4,2016-18,2016-18,E08000015,Wirral,female,Female,0-1,00-01
83.9,83.29,84.52,2016-18,2016-18,E09000033,Westminster,male,Male,0-1,00-01
86.54,86.01,87.08,2016-18,2016-18,E09000033,Westminster,female,Female,0-1,00-01
81.35,80.63,82.08,2016-18,2016-18,E07000117,Burnley,female,Female,0-1,00-01
76.19,75.43,76.96,2016-18,2016-18,E07000117,Burnley,male,Male,0-1,00-01
81.08,80.47,81.68,2016-18,2016-18,E07000149,South Norfolk,male,Male,0-1,00-01
84.98,84.47,85.5,2016-18,2016-18,E07000149,South Norfolk,female,Female,0-1,00-01
76.08,75.75,76.42,2016-18,2016-18,E08000003,Manchester,male,Male,0-1,00-01
79.82,79.47,80.16,2016-18,2016-18,E08000003,Manchester,female,Female,0-1,00-01
79.39,79.1,79.67,2016-18,2016-18,E08000019,Sheffield,male,Male,0-1,00-01
82.26,81.98,82.53,2016-18,2016-18,E08000019,Sheffield,female,Female,0-1,00-01
78.32,77.95,78.7,2016-18,2016-18,E08000036,Wakefield,male,Male,0-1,00-01
81.92,81.58,82.25,2016-18,2016-18,E08000036,Wakefield,female,Female,0-1,00-01
80.67,79.65,81.68,2016-18,2016-18,E07000133,Melton,male,Male,0-1,00-01
83.8,82.85,84.75,2016-18,2016-18,E07000133,Melton,female,Female,0-1,00-01
81.0,80.31,81.69,2016-18,2016-18,E07000008,Cambridge,male,Male,0-1,00-01
83.56,82.9,84.21,2016-18,2016-18,E07000008,Cambridge,female,Female,0-1,00-01
81.2,80.66,81.74,2016-18,2016-18,E07000065,Wealden,male,Male,0-1,00-01
84.66,84.16,85.15,2016-18,2016-18,E07000065,Wealden,female,Female,0-1,00-01
83.36,82.76,83.95,2016-18,2016-18,E07000037,High Peak,female,Female,0-1,00-01
79.86,79.15,80.57,2016-18,2016-18,E07000037,High Peak,male,Male,0-1,00-01
82.31,81.66,82.97,2016-18,2016-18,E07000214,Surrey Heath,male,Male,0-1,00-01
84.67,84.04,85.3,2016-18,2016-18,E07000214,Surrey Heath,female,Female,0-1,00-01
80.42,79.75,81.09,2016-18,2016-18,E07000194,Lichfield,male,Male,0-1,00-01
83.39,82.77,84.0,2016-18,2016-18,E07000194,Lichfield,female,Female,0-1,00-01
78.71,78.07,79.36,2016-18,2016-18,E07000171,Bassetlaw,male,Male,0-1,00-01
82.49,81.9,83.07,2016-18,2016-18,E07000171,Bassetlaw,female,Female,0-1,00-01
83.8,83.18,84.43,2016-18,2016-18,E07000234,Bromsgrove,female,Female,0-1,00-01
80.53,79.89,81.17,2016-18,2016-18,E07000234,Bromsgrove,male,Male,0-1,00-01
77.93,77.3,78.56,2016-18,2016-18,E07000081,Gloucester,male,Male,0-1,00-01
82.71,82.12,83.3,2016-18,2016-18,E07000081,Gloucester,female,Female,0-1,00-01
84.04,83.41,84.67,2016-18,2016-18,E07000098,Hertsmere,female,Female,0-1,00-01
81.03,80.38,81.68,2016-18,2016-18,E07000098,Hertsmere,male,Male,0-1,00-01
85.15,84.58,85.73,2016-18,2016-18,E07000094,Winchester,female,Female,0-1,00-01
81.96,81.32,82.61,2016-18,2016-18,E07000094,Winchester,male,Male,0-1,00-01
82.17,81.63,82.71,2016-18,2016-18,E07000114,Thanet,female,Female,0-1,00-01
77.43,76.84,78.02,2016-18,2016-18,E07000114,Thanet,male,Male,0-1,00-01
79.99,79.45,80.53,2016-18,2016-18,E07000146,King's Lynn and West Norfolk,male,Male,0-1,00-01
82.79,82.26,83.32,2016-18,2016-18,E07000146,King's Lynn and West Norfolk,female,Female,0-1,00-01
85.79,85.28,86.3,2016-18,2016-18,E06000041,Wokingham,female,Female,0-1,00-01
82.04,81.5,82.58,2016-18,2016-18,E06000041,Wokingham,male,Male,0-1,00-01
83.94,83.46,84.43,2016-18,2016-18,E07000130,Charnwood,female,Female,0-1,00-01
80.37,79.87,80.88,2016-18,2016-18,E07000130,Charnwood,male,Male,0-1,00-01
83.5,82.94,84.06,2016-18,2016-18,E07000078,Cheltenham,female,Female,0-1,00-01
80.26,79.65,80.87,2016-18,2016-18,E07000078,Cheltenham,male,Male,0-1,00-01
78.45,78.1,78.79,2016-18,2016-18,E06000023,"Bristol, City of",male,Male,0-1,00-01
82.64,82.31,82.97,2016-18,2016-18,E06000023,"Bristol, City of",female,Female,0-1,00-01
79.21,78.76,79.66,2016-18,2016-18,E06000007,Warrington,male,Male,0-1,00-01
82.69,82.27,83.11,2016-18,2016-18,E06000007,Warrington,female,Female,0-1,00-01
82.53,81.99,83.08,2016-18,2016-18,E07000227,Horsham,male,Male,0-1,00-01
85.11,84.6,85.63,2016-18,2016-18,E07000227,Horsham,female,Female,0-1,00-01
82.77,82.16,83.39,2016-18,2016-18,E07000168,Scarborough,female,Female,0-1,00-01
78.41,77.74,79.07,2016-18,2016-18,E07000168,Scarborough,male,Male,0-1,00-01
81.04,80.5,81.57,2016-18,2016-18,E07000211,Reigate and Banstead,male,Male,0-1,00-01
84.51,84.03,84.99,2016-18,2016-18,E07000211,Reigate and Banstead,female,Female,0-1,00-01
80.36,79.84,80.87,2016-18,2016-18,E07000189,South Somerset,male,Male,0-1,00-01
84.51,84.04,84.97,2016-18,2016-18,E07000189,South Somerset,female,Female,0-1,00-01
80.22,79.89,80.55,2016-18,2016-18,E06000058,"Bournemouth, Christchurch and Poole",male,Male,0-1,00-01
83.51,83.19,83.83,2016-18,2016-18,E06000058,"Bournemouth, Christchurch and Poole",female,Female,0-1,00-01
81.81,81.22,82.4,2016-18,2016-18,E07000034,Chesterfield,female,Female,0-1,00-01
78.23,77.61,78.86,2016-18,2016-18,E07000034,Chesterfield,male,Male,0-1,00-01
83.63,83.11,84.14,2016-18,2016-18,E07000246,Somerset West and Taunton,female,Female,0-1,00-01
80.07,79.5,80.64,2016-18,2016-18,E07000246,Somerset West and Taunton,male,Male,0-1,00-01
83.67,83.1,84.24,2016-18,2016-18,E09000012,Hackney,female,Female,0-1,00-01
79.57,78.97,80.17,2016-18,2016-18,E09000012,Hackney,male,Male,0-1,00-01
79.29,78.8,79.79,2016-18,2016-18,E09000028,Southwark,male,Male,0-1,00-01
84.63,84.12,85.15,2016-18,2016-18,E09000028,Southwark,female,Female,0-1,00-01
77.53,77.08,77.97,2016-18,2016-18,W06000016,Rhondda Cynon Taf,male,Male,0-1,00-01
81.1,80.69,81.5,2016-18,2016-18,W06000016,Rhondda Cynon Taf,female,Female,0-1,00-01
81.04,80.49,81.59,2016-18,2016-18,E07000144,Broadland,male,Male,0-1,00-01
84.88,84.4,85.37,2016-18,2016-18,E07000144,Broadland,female,Female,0-1,00-01
79.61,79.28,79.95,2016-18,2016-18,S12000050,North Lanarkshire,female,Female,0-1,00-01
75.23,74.85,75.62,2016-18,2016-18,S12000050,North Lanarkshire,male,Male,0-1,00-01
78.8,78.11,79.48,2016-18,2016-18,W06000003,Conwy,male,Male,0-1,00-01
82.85,82.2,83.49,2016-18,2016-18,W06000003,Conwy,female,Female,0-1,00-01
84.19,83.54,84.84,2016-18,2016-18,W06000021,Monmouthshire,female,Female,0-1,00-01
80.82,80.1,81.54,2016-18,2016-18,W06000021,Monmouthshire,male,Male,0-1,00-01
81.2,80.86,81.54,2016-18,2016-18,E08000010,Wigan,female,Female,0-1,00-01
77.89,77.5,78.27,2016-18,2016-18,E08000010,Wigan,male,Male,0-1,00-01
78.97,78.58,79.35,2016-18,2016-18,E08000027,Dudley,male,Male,0-1,00-01
82.75,82.39,83.12,2016-18,2016-18,E08000027,Dudley,female,Female,0-1,00-01
82.56,82.17,82.96,2016-18,2016-18,E08000014,Sefton,female,Female,0-1,00-01
78.77,78.35,79.19,2016-18,2016-18,E08000014,Sefton,male,Male,0-1,00-01
79.23,78.83,79.62,2016-18,2016-18,S12000034,Aberdeenshire,male,Male,0-1,00-01
82.9,82.53,83.27,2016-18,2016-18,S12000034,Aberdeenshire,female,Female,0-1,00-01
77.3,76.59,78.01,2016-18,2016-18,S12000028,South Ayrshire,male,Male,0-1,00-01
81.26,80.63,81.88,2016-18,2016-18,S12000028,South Ayrshire,female,Female,0-1,00-01
78.64,77.94,79.34,2016-18,2016-18,S12000010,East Lothian,male,Male,0-1,00-01
82.37,81.79,82.95,2016-18,2016-18,S12000010,East Lothian,female,Female,0-1,00-01
81.41,81.0,81.81,2016-18,2016-18,E08000031,Wolverhampton,female,Female,0-1,00-01
77.17,76.74,77.61,2016-18,2016-18,E08000031,Wolverhampton,male,Male,0-1,00-01
79.7,79.06,80.35,2016-18,2016-18,E07000112,Folkestone and Hythe,male,Male,0-1,00-01
83.08,82.48,83.67,2016-18,2016-18,E07000112,Folkestone and Hythe,female,Female,0-1,00-01
81.08,80.48,81.68,2016-18,2016-18,E07000225,Chichester,male,Male,0-1,00-01
84.84,84.3,85.38,2016-18,2016-18,E07000225,Chichester,female,Female,0-1,00-01
84.44,83.84,85.05,2016-18,2016-18,E07000187,Mendip,female,Female,0-1,00-01
80.76,80.13,81.38,2016-18,2016-18,E07000187,Mendip,male,Male,0-1,00-01
80.41,79.94,80.88,2016-18,2016-18,S12000038,Renfrewshire,female,Female,0-1,00-01
75.82,75.29,76.35,2016-18,2016-18,S12000038,Renfrewshire,male,Male,0-1,00-01
80.3,79.79,80.82,2016-18,2016-18,S12000014,Falkirk,female,Female,0-1,00-01
77.1,76.54,77.66,2016-18,2016-18,S12000014,Falkirk,male,Male,0-1,00-01
76.27,75.86,76.67,2016-18,2016-18,N09000003,Belfast,male,Male,0-1,00-01
81.07,80.7,81.44,2016-18,2016-18,N09000003,Belfast,female,Female,0-1,00-01
80.65,79.87,81.42,2016-18,2016-18,W06000024,Merthyr Tydfil,female,Female,0-1,00-01
77.37,76.54,78.21,2016-18,2016-18,W06000024,Merthyr Tydfil,male,Male,0-1,00-01
78.25,77.63,78.86,2016-18,2016-18,W06000006,Wrexham,male,Male,0-1,00-01
81.29,80.74,81.84,2016-18,2016-18,W06000006,Wrexham,female,Female,0-1,00-01
85.15,84.59,85.71,2016-18,2016-18,E07000238,Wychavon,female,Female,0-1,00-01
80.91,80.28,81.54,2016-18,2016-18,E07000238,Wychavon,male,Male,0-1,00-01
79.96,79.26,80.65,2016-18,2016-18,E07000153,Kettering,male,Male,0-1,00-01
82.69,82.02,83.36,2016-18,2016-18,E07000153,Kettering,female,Female,0-1,00-01
77.23,76.86,77.6,2016-18,2016-18,S12000047,Fife,male,Male,0-1,00-01
81.0,80.66,81.34,2016-18,2016-18,S12000047,Fife,female,Female,0-1,00-01
79.76,79.08,80.43,2016-18,2016-18,E07000198,Staffordshire Moorlands,male,Male,0-1,00-01
83.12,82.53,83.71,2016-18,2016-18,E07000198,Staffordshire Moorlands,female,Female,0-1,00-01
78.25,77.66,78.84,2016-18,2016-18,E07000121,Lancaster,male,Male,0-1,00-01
82.53,82.0,83.06,2016-18,2016-18,E07000121,Lancaster,female,Female,0-1,00-01
80.8,80.31,81.3,2016-18,2016-18,E07000245,West Suffolk,male,Male,0-1,00-01
84.55,84.08,85.02,2016-18,2016-18,E07000245,West Suffolk,female,Female,0-1,00-01
80.09,79.68,80.49,2016-18,2016-18,E08000007,Stockport,male,Male,0-1,00-01
83.32,82.94,83.69,2016-18,2016-18,E08000007,Stockport,female,Female,0-1,00-01
85.65,85.13,86.17,2016-18,2016-18,E07000012,South Cambridgeshire,female,Female,0-1,00-01
82.79,82.26,83.33,2016-18,2016-18,E07000012,South Cambridgeshire,male,Male,0-1,00-01
86.44,85.95,86.94,2016-18,2016-18,E09000027,Richmond upon Thames,female,Female,0-1,00-01
82.52,82.0,83.03,2016-18,2016-18,E09000027,Richmond upon Thames,male,Male,0-1,00-01
79.3,78.73,79.88,2016-18,2016-18,N09000009,Mid Ulster,male,Male,0-1,00-01
82.7,82.13,83.26,2016-18,2016-18,N09000009,Mid Ulster,female,Female,0-1,00-01
81.12,80.47,81.77,2016-18,2016-18,E07000085,East Hampshire,male,Male,0-1,00-01
84.61,84.05,85.16,2016-18,2016-18,E07000085,East Hampshire,female,Female,0-1,00-01
78.32,77.84,78.79,2016-18,2016-18,E08000033,Calderdale,male,Male,0-1,00-01
82.17,81.7,82.64,2016-18,2016-18,E08000033,Calderdale,female,Female,0-1,00-01
81.87,81.46,82.27,2016-18,2016-18,E08000016,Barnsley,female,Female,0-1,00-01
78.14,77.71,78.58,2016-18,2016-18,E08000016,Barnsley,male,Male,0-1,00-01
79.75,79.22,80.29,2016-18,2016-18,E06000055,Bedford,male,Male,0-1,00-01
83.53,83.01,84.04,2016-18,2016-18,E06000055,Bedford,female,Female,0-1,00-01
81.92,81.28,82.56,2016-18,2016-18,E07000031,South Lakeland,male,Male,0-1,00-01
84.75,84.18,85.32,2016-18,2016-18,E07000031,South Lakeland,female,Female,0-1,00-01
77.75,77.24,78.25,2016-18,2016-18,E08000013,St. Helens,male,Male,0-1,00-01
80.97,80.49,81.46,2016-18,2016-18,E08000013,St. Helens,female,Female,0-1,00-01
77.51,77.09,77.94,2016-18,2016-18,E08000030,Walsall,male,Male,0-1,00-01
82.02,81.61,82.42,2016-18,2016-18,E08000030,Walsall,female,Female,0-1,00-01
82.88,82.28,83.48,2016-18,2016-18,E07000032,Amber Valley,female,Female,0-1,00-01
79.98,79.4,80.57,2016-18,2016-18,E07000032,Amber Valley,male,Male,0-1,00-01
77.15,76.76,77.55,2016-18,2016-18,E06000016,Leicester,male,Male,0-1,00-01
81.93,81.55,82.32,2016-18,2016-18,E06000016,Leicester,female,Female,0-1,00-01
77.84,77.24,78.45,2016-18,2016-18,E07000076,Tendring,male,Male,0-1,00-01
81.6,81.02,82.18,2016-18,2016-18,E07000076,Tendring,female,Female,0-1,00-01
79.85,79.21,80.49,2016-18,2016-18,E07000043,North Devon,male,Male,0-1,00-01
83.17,82.52,83.82,2016-18,2016-18,E07000043,North Devon,female,Female,0-1,00-01
83.21,82.64,83.78,2016-18,2016-18,E09000030,Tower Hamlets,female,Female,0-1,00-01
79.34,78.8,79.87,2016-18,2016-18,E09000030,Tower Hamlets,male,Male,0-1,00-01
84.97,84.44,85.49,2016-18,2016-18,E09000014,Haringey,female,Female,0-1,00-01
80.78,80.26,81.3,2016-18,2016-18,E09000014,Haringey,male,Male,0-1,00-01
